Curso de ingreso;Comunidad autónoma;Sexo;Años desde el ingreso;Situación educativa;Total
2018-2019;Cataluña;Mujeres;5º año;Matriculados otro ciclo;1,9
2018-2019;Cataluña;Mujeres;5º año;Bachillerato;0,2
2018-2019;Cataluña;Mujeres;5º año;Otras Enseñanzas;2,0
2018-2019;Cataluña;Mujeres;5º año;Sin Matricula;22,6
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;Terminan años anteriores;.
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;Matriculado mismo ciclo;75,0
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;Matriculados otro ciclo;6,0
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;Bachillerato;0,8
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;Otras Enseñanzas;0,2
2018-2019;Comunitat Valenciana;AMBOS SEXOS;2º año;Sin Matricula;17,9
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;TOTAL;100,0
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;Terminan años anteriores;50,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;Matriculado mismo ciclo;18,9
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,4
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;Bachillerato;0,7
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;Otras Enseñanzas;1,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;3er año;Sin Matricula;22,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;Terminan años anteriores;64,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;Matriculado mismo ciclo;4,5
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;Matriculados otro ciclo;4,2
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;Bachillerato;0,5
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;Otras Enseñanzas;1,6
2018-2019;Comunitat Valenciana;AMBOS SEXOS;4º año;Sin Matricula;24,8
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;Terminan años anteriores;68,4
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;Matriculados otro ciclo;2,4
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;Bachillerato;0,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;Otras Enseñanzas;1,3
2018-2019;Comunitat Valenciana;AMBOS SEXOS;5º año;Sin Matricula;26,4
2018-2019;Comunitat Valenciana;Hombres;2º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Hombres;2º año;Terminan años anteriores;.
2018-2019;Comunitat Valenciana;Hombres;2º año;Matriculado mismo ciclo;71,5
2018-2019;Comunitat Valenciana;Hombres;2º año;Matriculados otro ciclo;7,3
2018-2019;Comunitat Valenciana;Hombres;2º año;Bachillerato;0,9
2018-2019;Comunitat Valenciana;Hombres;2º año;Otras Enseñanzas;0,3
2018-2019;Comunitat Valenciana;Hombres;2º año;Sin Matricula;20,0
2018-2019;Comunitat Valenciana;Hombres;3er año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Hombres;3er año;Terminan años anteriores;44,7
2018-2019;Comunitat Valenciana;Hombres;3er año;Matriculado mismo ciclo;20,1
2018-2019;Comunitat Valenciana;Hombres;3er año;Matriculados otro ciclo;7,5
2018-2019;Comunitat Valenciana;Hombres;3er año;Bachillerato;0,8
2018-2019;Comunitat Valenciana;Hombres;3er año;Otras Enseñanzas;1,4
2018-2019;Comunitat Valenciana;Hombres;3er año;Sin Matricula;25,5
2018-2019;Comunitat Valenciana;Hombres;4º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Hombres;4º año;Terminan años anteriores;58,9
2018-2019;Comunitat Valenciana;Hombres;4º año;Matriculado mismo ciclo;5,2
2018-2019;Comunitat Valenciana;Hombres;4º año;Matriculados otro ciclo;4,9
2018-2019;Comunitat Valenciana;Hombres;4º año;Bachillerato;0,4
2018-2019;Comunitat Valenciana;Hombres;4º año;Otras Enseñanzas;1,7
2018-2019;Comunitat Valenciana;Hombres;4º año;Sin Matricula;28,9
2018-2019;Comunitat Valenciana;Hombres;5º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Hombres;5º año;Terminan años anteriores;63,6
2018-2019;Comunitat Valenciana;Hombres;5º año;Matriculado mismo ciclo;1,3
2018-2019;Comunitat Valenciana;Hombres;5º año;Matriculados otro ciclo;2,8
2018-2019;Comunitat Valenciana;Hombres;5º año;Bachillerato;0,2
2018-2019;Comunitat Valenciana;Hombres;5º año;Otras Enseñanzas;1,4
2018-2019;Comunitat Valenciana;Hombres;5º año;Sin Matricula;30,7
2018-2019;Comunitat Valenciana;Mujeres;2º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Mujeres;2º año;Terminan años anteriores;.
2018-2019;Comunitat Valenciana;Mujeres;2º año;Matriculado mismo ciclo;79,6
2018-2019;Comunitat Valenciana;Mujeres;2º año;Matriculados otro ciclo;4,1
2018-2019;Comunitat Valenciana;Mujeres;2º año;Bachillerato;0,8
2018-2019;Comunitat Valenciana;Mujeres;2º año;Otras Enseñanzas;0,2
2018-2019;Comunitat Valenciana;Mujeres;2º año;Sin Matricula;15,2
2018-2019;Comunitat Valenciana;Mujeres;3er año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Mujeres;3er año;Terminan años anteriores;57,8
2018-2019;Comunitat Valenciana;Mujeres;3er año;Matriculado mismo ciclo;17,3
2018-2019;Comunitat Valenciana;Mujeres;3er año;Matriculados otro ciclo;5,0
2018-2019;Comunitat Valenciana;Mujeres;3er año;Bachillerato;0,7
2018-2019;Comunitat Valenciana;Mujeres;3er año;Otras Enseñanzas;1,1
2018-2019;Comunitat Valenciana;Mujeres;3er año;Sin Matricula;18,1
2018-2019;Comunitat Valenciana;Mujeres;4º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Mujeres;4º año;Terminan años anteriores;71,5
2018-2019;Comunitat Valenciana;Mujeres;4º año;Matriculado mismo ciclo;3,7
2018-2019;Comunitat Valenciana;Mujeres;4º año;Matriculados otro ciclo;3,3
2018-2019;Comunitat Valenciana;Mujeres;4º año;Bachillerato;0,5
2018-2019;Comunitat Valenciana;Mujeres;4º año;Otras Enseñanzas;1,6
2018-2019;Comunitat Valenciana;Mujeres;4º año;Sin Matricula;19,5
2018-2019;Comunitat Valenciana;Mujeres;5º año;TOTAL;100,0
2018-2019;Comunitat Valenciana;Mujeres;5º año;Terminan años anteriores;74,7
2018-2019;Comunitat Valenciana;Mujeres;5º año;Matriculado mismo ciclo;1,2
2018-2019;Comunitat Valenciana;Mujeres;5º año;Matriculados otro ciclo;1,9
2018-2019;Comunitat Valenciana;Mujeres;5º año;Bachillerato;0,3
2018-2019;Comunitat Valenciana;Mujeres;5º año;Otras Enseñanzas;1,3
2018-2019;Comunitat Valenciana;Mujeres;5º año;Sin Matricula;20,7
2018-2019;Extremadura;AMBOS SEXOS;2º año;TOTAL;100,0
2018-2019;Extremadura;AMBOS SEXOS;2º año;Terminan años anteriores;.
2018-2019;Extremadura;AMBOS SEXOS;2º año;Matriculado mismo ciclo;82,3
2018-2019;Extremadura;AMBOS SEXOS;2º año;Matriculados otro ciclo;3,4
2018-2019;Extremadura;AMBOS SEXOS;2º año;Bachillerato;0,5
2018-2019;Extremadura;AMBOS SEXOS;2º año;Otras Enseñanzas;1,5
2018-2019;Extremadura;AMBOS SEXOS;2º año;Sin Matricula;12,4
2018-2019;Extremadura;AMBOS SEXOS;3er año;TOTAL;100,0
2018-2019;Extremadura;AMBOS SEXOS;3er año;Terminan años anteriores;47,9
2018-2019;Extremadura;AMBOS SEXOS;3er año;Matriculado mismo ciclo;29,3
2018-2019;Extremadura;AMBOS SEXOS;3er año;Matriculados otro ciclo;5,2
2018-2019;Extremadura;AMBOS SEXOS;3er año;Bachillerato;0,5
2018-2019;Extremadura;AMBOS SEXOS;3er año;Otras Enseñanzas;1,6
2018-2019;Extremadura;AMBOS SEXOS;3er año;Sin Matricula;15,5
2018-2019;Extremadura;AMBOS SEXOS;4º año;TOTAL;100,0
2018-2019;Extremadura;AMBOS SEXOS;4º año;Terminan años anteriores;72,1
2018-2019;Extremadura;AMBOS SEXOS;4º año;Matriculado mismo ciclo;5,4
2018-2019;Extremadura;AMBOS SEXOS;4º año;Matriculados otro ciclo;2,9
2018-2019;Extremadura;AMBOS SEXOS;4º año;Bachillerato;0,4
2018-2019;Extremadura;AMBOS SEXOS;4º año;Otras Enseñanzas;1,3
2018-2019;Extremadura;AMBOS SEXOS;4º año;Sin Matricula;17,9
2018-2019;Extremadura;AMBOS SEXOS;5º año;TOTAL;100,0
2018-2019;Extremadura;AMBOS SEXOS;5º año;Terminan años anteriores;77,8
2018-2019;Extremadura;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,1
2018-2019;Extremadura;AMBOS SEXOS;5º año;Matriculados otro ciclo;2,0
2018-2019;Extremadura;AMBOS SEXOS;5º año;Bachillerato;0,3
2018-2019;Extremadura;AMBOS SEXOS;5º año;Otras Enseñanzas;0,9
2018-2019;Extremadura;AMBOS SEXOS;5º año;Sin Matricula;18,0
2018-2019;Extremadura;Hombres;2º año;TOTAL;100,0
2018-2019;Extremadura;Hombres;2º año;Terminan años anteriores;.
2018-2019;Extremadura;Hombres;2º año;Matriculado mismo ciclo;79,3
2018-2019;Extremadura;Hombres;2º año;Matriculados otro ciclo;4,4
2018-2019;Extremadura;Hombres;2º año;Bachillerato;0,8
2018-2019;Extremadura;Hombres;2º año;Otras Enseñanzas;1,9
2018-2019;Extremadura;Hombres;2º año;Sin Matricula;13,6
2018-2019;Extremadura;Hombres;3er año;TOTAL;100,0
2018-2019;Extremadura;Hombres;3er año;Terminan años anteriores;42,2
2018-2019;Extremadura;Hombres;3er año;Matriculado mismo ciclo;31,1
2018-2019;Extremadura;Hombres;3er año;Matriculados otro ciclo;5,5
2018-2019;Extremadura;Hombres;3er año;Bachillerato;0,7
2018-2019;Extremadura;Hombres;3er año;Otras Enseñanzas;1,8
2018-2019;Extremadura;Hombres;3er año;Sin Matricula;18,6
2018-2019;Extremadura;Hombres;4º año;TOTAL;100,0
2018-2019;Extremadura;Hombres;4º año;Terminan años anteriores;67,4
2018-2019;Extremadura;Hombres;4º año;Matriculado mismo ciclo;6,3
2018-2019;Extremadura;Hombres;4º año;Matriculados otro ciclo;2,9
2018-2019;Extremadura;Hombres;4º año;Bachillerato;0,6
2018-2019;Extremadura;Hombres;4º año;Otras Enseñanzas;1,6
2018-2019;Extremadura;Hombres;4º año;Sin Matricula;21,2
2018-2019;Extremadura;Hombres;5º año;TOTAL;100,0
2018-2019;Extremadura;Hombres;5º año;Terminan años anteriores;74,0
2018-2019;Extremadura;Hombres;5º año;Matriculado mismo ciclo;1,0
2018-2019;Extremadura;Hombres;5º año;Matriculados otro ciclo;1,6
2018-2019;Extremadura;Hombres;5º año;Bachillerato;0,2
2018-2019;Extremadura;Hombres;5º año;Otras Enseñanzas;1,1
2018-2019;Extremadura;Hombres;5º año;Sin Matricula;22,2
2018-2019;Extremadura;Mujeres;2º año;TOTAL;100,0
2018-2019;Extremadura;Mujeres;2º año;Terminan años anteriores;.
2018-2019;Extremadura;Mujeres;2º año;Matriculado mismo ciclo;85,8
2018-2019;Extremadura;Mujeres;2º año;Matriculados otro ciclo;2,2
2018-2019;Extremadura;Mujeres;2º año;Bachillerato;0,1
2018-2019;Extremadura;Mujeres;2º año;Otras Enseñanzas;0,9
2018-2019;Extremadura;Mujeres;2º año;Sin Matricula;11,0
2018-2019;Extremadura;Mujeres;3er año;TOTAL;100,0
2018-2019;Extremadura;Mujeres;3er año;Terminan años anteriores;54,6
2018-2019;Extremadura;Mujeres;3er año;Matriculado mismo ciclo;27,2
2018-2019;Extremadura;Mujeres;3er año;Matriculados otro ciclo;4,8
2018-2019;Extremadura;Mujeres;3er año;Bachillerato;0,2
2018-2019;Extremadura;Mujeres;3er año;Otras Enseñanzas;1,4
2018-2019;Extremadura;Mujeres;3er año;Sin Matricula;11,8
2018-2019;Extremadura;Mujeres;4º año;TOTAL;100,0
2018-2019;Extremadura;Mujeres;4º año;Terminan años anteriores;77,7
2018-2019;Extremadura;Mujeres;4º año;Matriculado mismo ciclo;4,3
2018-2019;Extremadura;Mujeres;4º año;Matriculados otro ciclo;2,9
2018-2019;Extremadura;Mujeres;4º año;Bachillerato;0,2
2018-2019;Extremadura;Mujeres;4º año;Otras Enseñanzas;1,0
2018-2019;Extremadura;Mujeres;4º año;Sin Matricula;13,9
2018-2019;Extremadura;Mujeres;5º año;TOTAL;100,0
2018-2019;Extremadura;Mujeres;5º año;Terminan años anteriores;82,3
2018-2019;Extremadura;Mujeres;5º año;Matriculado mismo ciclo;1,2
2018-2019;Extremadura;Mujeres;5º año;Matriculados otro ciclo;2,5
2018-2019;Extremadura;Mujeres;5º año;Bachillerato;0,3
2018-2019;Extremadura;Mujeres;5º año;Otras Enseñanzas;0,6
2018-2019;Extremadura;Mujeres;5º año;Sin Matricula;13,2
2018-2019;Galicia;AMBOS SEXOS;2º año;TOTAL;100,0
2018-2019;Galicia;AMBOS SEXOS;2º año;Terminan años anteriores;.
2018-2019;Galicia;AMBOS SEXOS;2º año;Matriculado mismo ciclo;74,3
2018-2019;Galicia;AMBOS SEXOS;2º año;Matriculados otro ciclo;7,4
2018-2019;Galicia;AMBOS SEXOS;2º año;Bachillerato;1,8
2018-2019;Galicia;AMBOS SEXOS;2º año;Otras Enseñanzas;1,3
2018-2019;Galicia;AMBOS SEXOS;2º año;Sin Matricula;15,2
2018-2019;Galicia;AMBOS SEXOS;3er año;TOTAL;100,0
2018-2019;Galicia;AMBOS SEXOS;3er año;Terminan años anteriores;43,2
2018-2019;Galicia;AMBOS SEXOS;3er año;Matriculado mismo ciclo;26,4
2018-2019;Galicia;AMBOS SEXOS;3er año;Matriculados otro ciclo;8,4
2018-2019;Galicia;AMBOS SEXOS;3er año;Bachillerato;1,4
2018-2019;Galicia;AMBOS SEXOS;3er año;Otras Enseñanzas;1,4
2018-2019;Galicia;AMBOS SEXOS;3er año;Sin Matricula;19,2
2018-2019;Galicia;AMBOS SEXOS;4º año;TOTAL;100,0
2018-2019;Galicia;AMBOS SEXOS;4º año;Terminan años anteriores;64,3
2018-2019;Galicia;AMBOS SEXOS;4º año;Matriculado mismo ciclo;6,1
2018-2019;Galicia;AMBOS SEXOS;4º año;Matriculados otro ciclo;5,6
2018-2019;Galicia;AMBOS SEXOS;4º año;Bachillerato;1,0
2018-2019;Galicia;AMBOS SEXOS;4º año;Otras Enseñanzas;1,2
2018-2019;Galicia;AMBOS SEXOS;4º año;Sin Matricula;21,7
2018-2019;Galicia;AMBOS SEXOS;5º año;TOTAL;100,0
2018-2019;Galicia;AMBOS SEXOS;5º año;Terminan años anteriores;70,6
2018-2019;Galicia;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,6
2018-2019;Galicia;AMBOS SEXOS;5º año;Matriculados otro ciclo;3,4
2018-2019;Galicia;AMBOS SEXOS;5º año;Bachillerato;0,6
2018-2019;Galicia;AMBOS SEXOS;5º año;Otras Enseñanzas;1,4
2018-2019;Galicia;AMBOS SEXOS;5º año;Sin Matricula;22,4
2018-2019;Galicia;Hombres;2º año;TOTAL;100,0
2018-2019;Galicia;Hombres;2º año;Terminan años anteriores;.
2018-2019;Galicia;Hombres;2º año;Matriculado mismo ciclo;72,0
2018-2019;Galicia;Hombres;2º año;Matriculados otro ciclo;9,2
2018-2019;Galicia;Hombres;2º año;Bachillerato;2,0
2018-2019;Galicia;Hombres;2º año;Otras Enseñanzas;1,1
2018-2019;Galicia;Hombres;2º año;Sin Matricula;15,7
2018-2019;Galicia;Hombres;3er año;TOTAL;100,0
2018-2019;Galicia;Hombres;3er año;Terminan años anteriores;36,5
2018-2019;Galicia;Hombres;3er año;Matriculado mismo ciclo;29,9
2018-2019;Galicia;Hombres;3er año;Matriculados otro ciclo;10,3
2018-2019;Galicia;Hombres;3er año;Bachillerato;1,4
2018-2019;Galicia;Hombres;3er año;Otras Enseñanzas;1,3
2018-2019;Galicia;Hombres;3er año;Sin Matricula;20,6
2018-2019;Galicia;Hombres;4º año;TOTAL;100,0
2018-2019;Galicia;Hombres;4º año;Terminan años anteriores;59,7
2018-2019;Galicia;Hombres;4º año;Matriculado mismo ciclo;7,3
2018-2019;Galicia;Hombres;4º año;Matriculados otro ciclo;6,5
2018-2019;Galicia;Hombres;4º año;Bachillerato;1,0
2018-2019;Galicia;Hombres;4º año;Otras Enseñanzas;1,2
2018-2019;Galicia;Hombres;4º año;Sin Matricula;24,3
2018-2019;Galicia;Hombres;5º año;TOTAL;100,0
2018-2019;Galicia;Hombres;5º año;Terminan años anteriores;66,9
2018-2019;Galicia;Hombres;5º año;Matriculado mismo ciclo;2,0
2018-2019;Galicia;Hombres;5º año;Matriculados otro ciclo;3,7
2018-2019;Galicia;Hombres;5º año;Bachillerato;0,6
2018-2019;Galicia;Hombres;5º año;Otras Enseñanzas;1,2
2018-2019;Galicia;Hombres;5º año;Sin Matricula;25,6
2018-2019;Galicia;Mujeres;2º año;TOTAL;100,0
2018-2019;Galicia;Mujeres;2º año;Terminan años anteriores;.
2018-2019;Galicia;Mujeres;2º año;Matriculado mismo ciclo;77,8
2018-2019;Galicia;Mujeres;2º año;Matriculados otro ciclo;4,8
2018-2019;Galicia;Mujeres;2º año;Bachillerato;1,6
2018-2019;Galicia;Mujeres;2º año;Otras Enseñanzas;1,6
2018-2019;Galicia;Mujeres;2º año;Sin Matricula;14,3
2018-2019;Galicia;Mujeres;3er año;TOTAL;100,0
2018-2019;Galicia;Mujeres;3er año;Terminan años anteriores;53,2
2018-2019;Galicia;Mujeres;3er año;Matriculado mismo ciclo;21,1
2018-2019;Galicia;Mujeres;3er año;Matriculados otro ciclo;5,6
2018-2019;Galicia;Mujeres;3er año;Bachillerato;1,5
2018-2019;Galicia;Mujeres;3er año;Otras Enseñanzas;1,6
2018-2019;Galicia;Mujeres;3er año;Sin Matricula;17,0
2018-2019;Galicia;Mujeres;4º año;TOTAL;100,0
2018-2019;Galicia;Mujeres;4º año;Terminan años anteriores;71,4
2018-2019;Galicia;Mujeres;4º año;Matriculado mismo ciclo;4,4
2018-2019;Galicia;Mujeres;4º año;Matriculados otro ciclo;4,3
2018-2019;Galicia;Mujeres;4º año;Bachillerato;0,9
2018-2019;Galicia;Mujeres;4º año;Otras Enseñanzas;1,3
2018-2019;Galicia;Mujeres;4º año;Sin Matricula;17,8
2018-2019;Galicia;Mujeres;5º año;TOTAL;100,0
2018-2019;Galicia;Mujeres;5º año;Terminan años anteriores;76,2
2018-2019;Galicia;Mujeres;5º año;Matriculado mismo ciclo;1,1
2018-2019;Galicia;Mujeres;5º año;Matriculados otro ciclo;2,8
2018-2019;Galicia;Mujeres;5º año;Bachillerato;0,6
2018-2019;Galicia;Mujeres;5º año;Otras Enseñanzas;1,6
2018-2019;Galicia;Mujeres;5º año;Sin Matricula;17,6
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;Terminan años anteriores;.
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;Matriculado mismo ciclo;77,2
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;Bachillerato;1,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;Otras Enseñanzas;0,8
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;2º año;Sin Matricula;15,9
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;Terminan años anteriores;46,1
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;Matriculado mismo ciclo;23,5
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;Matriculados otro ciclo;5,7
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;Bachillerato;1,1
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;Otras Enseñanzas;3,4
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;3er año;Sin Matricula;20,3
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;Terminan años anteriores;62,7
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;Matriculado mismo ciclo;5,3
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;Matriculados otro ciclo;3,8
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;Bachillerato;0,8
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;Otras Enseñanzas;4,4
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;4º año;Sin Matricula;23,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;Terminan años anteriores;67,1
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;Matriculado mismo ciclo;1,3
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;Matriculados otro ciclo;2,7
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;Bachillerato;0,5
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;Otras Enseñanzas;3,4
2018-2019;Madrid, Comunidad de;AMBOS SEXOS;5º año;Sin Matricula;25,0
2018-2019;Madrid, Comunidad de;Hombres;2º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;Hombres;2º año;Terminan años anteriores;.
2018-2019;Madrid, Comunidad de;Hombres;2º año;Matriculado mismo ciclo;74,9
2018-2019;Madrid, Comunidad de;Hombres;2º año;Matriculados otro ciclo;6,6
2018-2019;Madrid, Comunidad de;Hombres;2º año;Bachillerato;1,1
2018-2019;Madrid, Comunidad de;Hombres;2º año;Otras Enseñanzas;1,0
2018-2019;Madrid, Comunidad de;Hombres;2º año;Sin Matricula;16,3
2018-2019;Madrid, Comunidad de;Hombres;3er año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;Hombres;3er año;Terminan años anteriores;41,1
2018-2019;Madrid, Comunidad de;Hombres;3er año;Matriculado mismo ciclo;25,2
2018-2019;Madrid, Comunidad de;Hombres;3er año;Matriculados otro ciclo;7,1
2018-2019;Madrid, Comunidad de;Hombres;3er año;Bachillerato;1,1
2018-2019;Madrid, Comunidad de;Hombres;3er año;Otras Enseñanzas;3,8
2018-2019;Madrid, Comunidad de;Hombres;3er año;Sin Matricula;21,8
2018-2019;Madrid, Comunidad de;Hombres;4º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;Hombres;4º año;Terminan años anteriores;58,8
2018-2019;Madrid, Comunidad de;Hombres;4º año;Matriculado mismo ciclo;6,2
2018-2019;Madrid, Comunidad de;Hombres;4º año;Matriculados otro ciclo;4,3
2018-2019;Madrid, Comunidad de;Hombres;4º año;Bachillerato;0,8
2018-2019;Madrid, Comunidad de;Hombres;4º año;Otras Enseñanzas;4,8
2018-2019;Madrid, Comunidad de;Hombres;4º año;Sin Matricula;25,1
2018-2019;Madrid, Comunidad de;Hombres;5º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;Hombres;5º año;Terminan años anteriores;64,0
2018-2019;Madrid, Comunidad de;Hombres;5º año;Matriculado mismo ciclo;1,4
2018-2019;Madrid, Comunidad de;Hombres;5º año;Matriculados otro ciclo;2,7
2018-2019;Madrid, Comunidad de;Hombres;5º año;Bachillerato;0,6
2018-2019;Madrid, Comunidad de;Hombres;5º año;Otras Enseñanzas;3,5
2018-2019;Madrid, Comunidad de;Hombres;5º año;Sin Matricula;27,8
2018-2019;Madrid, Comunidad de;Mujeres;2º año;TOTAL;100,0
2018-2019;Madrid, Comunidad de;Mujeres;2º año;Terminan años anteriores;.
2018-2019;Madrid, Comunidad de;Mujeres;2º año;Matriculado mismo ciclo;80,1
2018-2019;Madrid, Comunidad de;Mujeres;2º año;Matriculados otro ciclo;3,0
